year,id,longitude,latitude,DOY,EVI,NDVI,SummaryQA,DetailedQA
2005,_06_10,-138.9233358,69.58911638,175,2516,3965,1,4365
2008,_06_09,-138.9233358,69.58911638,175,3073,4793,1,4365
2002,_06_10,-138.8671911,69.57564165,176,2593,4500,1,37145
2006,_06_10,-138.8671911,69.57564165,176,1669,3517,3,4110
2010,_06_10,-138.8671911,69.57564165,176,2408,4024,1,37141
2017,_06_10,-138.8671911,69.57564165,176,2184,2949,3,4110
2002,_06_10,-138.8649453,69.57564165,176,2593,4500,1,37145
2006,_06_10,-138.8649453,69.57564165,176,1669,3517,3,4110
2010,_06_10,-138.8649453,69.57564165,176,2408,4024,1,37141
2017,_06_10,-138.8649453,69.57564165,176,2184,2949,3,4110
2002,_06_10,-138.8694369,69.58013323,176,1755,2336,3,4106
2006,_06_10,-138.8694369,69.58013323,176,1512,3261,3,4110
2011,_06_10,-138.8694369,69.58013323,176,2389,3655,3,4110
2016,_06_09,-138.8694369,69.58013323,176,3064,5096,0,4160
2006,_06_10,-138.9165984,69.58237901,176,1484,3453,3,4110
2011,_06_10,-138.9165984,69.58237901,176,2406,3468,3,4110
2006,_06_10,-138.8716827,69.58237901,176,2473,3918,3,4106
2011,_06_10,-138.8716827,69.58237901,176,2805,4167,3,4106
2016,_06_09,-138.8716827,69.58237901,176,3004,5086,0,4160
2006,_06_10,-138.9188442,69.5846248,176,2640,4269,3,4106
2014,_06_10,-138.9188442,69.5846248,176,2681,3972,3,5146
2016,_06_09,-138.9188442,69.5846248,176,3168,5119,0,4160
2006,_06_10,-138.9278274,69.58687059,176,2640,4269,3,4106
2014,_06_10,-138.9278274,69.58687059,176,2681,3972,3,5146
2016,_06_09,-138.9278274,69.58687059,176,3168,5119,0,4160
2006,_06_10,-138.9233358,69.58911638,176,2523,3727,3,4106
2014,_06_10,-138.9233358,69.58911638,176,2775,3649,3,5146
2016,_06_09,-138.9233358,69.58911638,176,3176,4625,0,4160
2006,_06_26,-138.8671911,69.57564165,177,3939,5232,3,5406
2006,_06_26,-138.8649453,69.57564165,177,3939,5232,3,5406
2008,_06_25,-138.9165984,69.58237901,178,3728,5842,0,4160
2003,_06_26,-138.9233358,69.58911638,179,2548,4561,1,4301
2003,_06_26,-138.8694369,69.58013323,180,3056,4909,1,4365
2003,_06_26,-138.9165984,69.58237901,180,3055,5232,1,4365
2004,_06_25,-138.9165984,69.58237901,180,3213,5107,1,37009
2004,_06_25,-138.9188442,69.5846248,180,3401,5348,1,37009
2004,_06_25,-138.9278274,69.58687059,180,3401,5348,1,37009
2004,_06_25,-138.9233358,69.58911638,180,2985,4773,1,37009
2002,_06_26,-138.8671911,69.57564165,181,2519,4086,3,4106
2017,_06_26,-138.8671911,69.57564165,181,3998,6435,0,4160
2002,_06_26,-138.8649453,69.57564165,181,2519,4086,3,4106
2017,_06_26,-138.8649453,69.57564165,181,3998,6435,0,4160
2017,_06_26,-138.8694369,69.58013323,181,3961,6501,0,4160
2017,_06_26,-138.9165984,69.58237901,181,3963,6534,0,4160
2017,_06_26,-138.8716827,69.58237901,181,3684,6412,0,4160
2017,_06_26,-138.9188442,69.5846248,181,3727,6090,0,4160
2017,_06_26,-138.9278274,69.58687059,181,3727,6090,0,4160
2017,_06_26,-138.9233358,69.58911638,181,3588,5735,0,4160
2008,_06_25,-138.8671911,69.57564165,182,4434,6957,1,4233
2008,_06_25,-138.8649453,69.57564165,182,4434,6957,1,4233
2008,_06_25,-138.9188442,69.5846248,182,4104,6389,0,4160
2008,_06_25,-138.9278274,69.58687059,182,4104,6389,0,4160
2008,_06_25,-138.9233358,69.58911638,182,4281,6206,0,4160
2011,_06_26,-138.8671911,69.57564165,183,4890,6320,3,38122
2012,_06_25,-138.8671911,69.57564165,183,4131,6484,1,4301
2016,_06_25,-138.8671911,69.57564165,183,3929,6247,0,4160
2011,_06_26,-138.8649453,69.57564165,183,4890,6320,3,38122
2012,_06_25,-138.8649453,69.57564165,183,4131,6484,1,4301
2016,_06_25,-138.8649453,69.57564165,183,3929,6247,0,4160
2016,_06_25,-138.8694369,69.58013323,183,3998,6243,0,4160
2000,_06_25,-138.9165984,69.58237901,183,2428,4116,3,5406
2012,_06_25,-138.9165984,69.58237901,183,4027,6401,1,4301
2016,_06_25,-138.9165984,69.58237901,183,3957,6325,0,4160
2016,_06_25,-138.8716827,69.58237901,183,3714,6048,0,4160
2016,_06_25,-138.9188442,69.5846248,183,3791,5950,0,4160
2016,_06_25,-138.9278274,69.58687059,183,3791,5950,0,4160
2016,_06_25,-138.9233358,69.58911638,183,3642,5668,0,4160
2001,_06_26,-138.8671911,69.57564165,184,578,547,3,4106
2007,_06_26,-138.8671911,69.57564165,184,3559,5785,0,4160
2001,_06_26,-138.8649453,69.57564165,184,578,547,3,4106
2007,_06_26,-138.8649453,69.57564165,184,3559,5785,0,4160
2001,_06_26,-138.8694369,69.58013323,184,609,533,3,4106
2007,_06_26,-138.8694369,69.58013323,184,3556,5911,0,4160
2007,_06_26,-138.9165984,69.58237901,184,3477,5740,0,4160
2001,_06_26,-138.8716827,69.58237901,184,589,517,3,4106
2007,_06_26,-138.8716827,69.58237901,184,3118,5145,1,4164
2007,_06_26,-138.9188442,69.5846248,184,3467,5619,0,4160
2007,_06_26,-138.9278274,69.58687059,184,3467,5619,0,4160
2007,_06_26,-138.9233358,69.58911638,184,3282,5397,0,4160
2010,_06_26,-138.9233358,69.58911638,184,3436,5173,1,4233
2003,_06_26,-138.8671911,69.57564165,185,2788,5795,1,37141
2009,_06_26,-138.8671911,69.57564165,185,3133,5197,0,4160
2003,_06_26,-138.8649453,69.57564165,185,2788,5795,1,37141
2009,_06_26,-138.8649453,69.57564165,185,3133,5197,0,4160
2009,_06_26,-138.8694369,69.58013323,185,3194,4983,0,4160
2010,_06_26,-138.8694369,69.58013323,185,3545,5916,0,4160
2001,_06_26,-138.9165984,69.58237901,185,1846,3584,1,37149
2009,_06_26,-138.9165984,69.58237901,185,3019,4834,0,4160
2003,_06_26,-138.8716827,69.58237901,185,2571,6056,1,37141
2009,_06_26,-138.8716827,69.58237901,185,2942,5080,0,4160
2010,_06_26,-138.8716827,69.58237901,185,3739,6266,0,4160
2001,_06_26,-138.9188442,69.5846248,185,935,787,3,4110
2009,_06_26,-138.9188442,69.5846248,185,3016,4959,0,4160
2010,_06_26,-138.9188442,69.5846248,185,4005,6223,1,4233
2001,_06_26,-138.9278274,69.58687059,185,935,787,3,4110
2009,_06_26,-138.9278274,69.58687059,185,3016,4959,0,4160
2010,_06_26,-138.9278274,69.58687059,185,4005,6223,1,4233
2001,_06_26,-138.9233358,69.58911638,185,2013,3501,3,4114
2009,_06_26,-138.9233358,69.58911638,185,2638,4009,0,4160
2011,_06_26,-138.8694369,69.58013323,186,3267,4920,0,4160
2011,_06_26,-138.9165984,69.58237901,186,3578,5788,0,4160
2011,_06_26,-138.8716827,69.58237901,186,3261,5709,0,4160
2011,_06_26,-138.9188442,69.5846248,186,3287,5451,0,4160
2011,_06_26,-138.9278274,69.58687059,186,3287,5451,0,4160
2011,_06_26,-138.9233358,69.58911638,186,2996,4813,0,4160
2015,_06_26,-138.8671911,69.57564165,187,4336,6976,0,4160
2015,_06_26,-138.8649453,69.57564165,187,4336,6976,0,4160
2015,_06_26,-138.8694369,69.58013323,187,4372,6979,0,4160
2013,_06_26,-138.9165984,69.58237901,187,4225,6503,0,4160
2015,_06_26,-138.9165984,69.58237901,187,4516,7033,0,4160
2002,_06_26,-138.8716827,69.58237901,187,3558,4917,1,4365
2013,_06_26,-138.8716827,69.58237901,187,3612,6359,1,4365
2015,_06_26,-138.8716827,69.58237901,187,3737,6637,0,4160
2013,_06_26,-138.9188442,69.5846248,187,3695,5812,0,4160
2015,_06_26,-138.9188442,69.5846248,187,4272,6747,0,4160
2013,_06_26,-138.9278274,69.58687059,187,3695,5812,0,4160
2015,_06_26,-138.9278274,69.58687059,187,4272,6747,0,4160
2013,_06_26,-138.9233358,69.58911638,187,3641,5825,0,4160
2015,_06_26,-138.9233358,69.58911638,187,4232,6473,0,4160
2013,_06_26,-138.8671911,69.57564165,188,3949,5417,3,4106
2013,_06_26,-138.8649453,69.57564165,188,3949,5417,3,4106
2012,_06_25,-138.8694369,69.58013323,188,4651,6411,0,4160
2013,_06_26,-138.8694369,69.58013323,188,3524,4269,3,4106
2012,_06_25,-138.8716827,69.58237901,188,4461,6395,0,4160
2012,_06_25,-138.9188442,69.5846248,188,4578,6436,0,4160
2012,_06_25,-138.9278274,69.58687059,188,4578,6436,0,4160
2012,_06_25,-138.9233358,69.58911638,188,4551,6403,0,4160
2000,_06_25,-138.8671911,69.57564165,189,4420,5939,1,4157
2005,_06_26,-138.8671911,69.57564165,189,3145,5210,0,4160
2000,_06_25,-138.8649453,69.57564165,189,4420,5939,1,4157
2005,_06_26,-138.8649453,69.57564165,189,3145,5210,0,4160
2000,_06_25,-138.8694369,69.58013323,189,4019,5685,1,4109
2005,_06_26,-138.8694369,69.58013323,189,3080,5124,0,4160
2008,_06_25,-138.8694369,69.58013323,189,4589,7149,0,4160
2005,_06_26,-138.9165984,69.58237901,189,3287,5299,0,4160
2000,_06_25,-138.8716827,69.58237901,189,3969,5610,1,4109
2005,_06_26,-138.8716827,69.58237901,189,3159,5332,0,4160
2008,_06_25,-138.8716827,69.58237901,189,4209,6893,0,4160
2003,_06_26,-138.9188442,69.5846248,189,1483,2609,3,4370
2005,_06_26,-138.9188442,69.5846248,189,3082,5077,0,4160
2003,_06_26,-138.9278274,69.58687059,189,1483,2609,3,4370
2005,_06_26,-138.9278274,69.58687059,189,3082,5077,0,4160
2005,_06_26,-138.9233358,69.58911638,189,2902,4788,0,4160
2006,_06_26,-138.9233358,69.58911638,189,3885,5585,0,4160
2006,_06_26,-138.8694369,69.58013323,190,4139,5941,0,4160
2006,_06_26,-138.9165984,69.58237901,190,4183,6375,0,4160
2006,_06_26,-138.8716827,69.58237901,190,3380,5396,0,4160
2000,_06_25,-138.9188442,69.5846248,190,3968,5822,0,4160
2006,_06_26,-138.9188442,69.5846248,190,3830,5905,0,4160
2000,_06_25,-138.9278274,69.58687059,190,3968,5822,0,4160
2006,_06_26,-138.9278274,69.58687059,190,3830,5905,0,4160
2000,_06_25,-138.9233358,69.58911638,190,4227,5641,0,4160
2014,_06_26,-138.8671911,69.57564165,191,4385,6710,0,4160
2014,_06_26,-138.8649453,69.57564165,191,4385,6710,0,4160
2014,_06_26,-138.8694369,69.58013323,191,4518,6829,0,4160
2014,_06_26,-138.9165984,69.58237901,191,4431,6761,0,4160
2014,_06_26,-138.8716827,69.58237901,191,4347,6749,0,4160
2014,_06_26,-138.9188442,69.5846248,191,4339,6543,0,4160
2014,_06_26,-138.9278274,69.58687059,191,4339,6543,0,4160
2014,_06_26,-138.9233358,69.58911638,191,4216,5943,0,4160
2002,_06_26,-138.8694369,69.58013323,192,3559,4668,1,4365
2002,_06_26,-138.9165984,69.58237901,192,3841,5113,3,4106
2002,_06_26,-138.9188442,69.5846248,192,3591,5169,1,4365
2002,_06_26,-138.9278274,69.58687059,192,3591,5169,1,4365
2002,_06_26,-138.9233358,69.58911638,192,3506,4562,3,5142
2007,_07_12,-138.8671911,69.57564165,193,4393,6907,0,4160
2009,_07_12,-138.8671911,69.57564165,193,3627,5651,0,4160
2017,_07_12,-138.8671911,69.57564165,193,4520,6897,0,4160
2007,_07_12,-138.8649453,69.57564165,193,4393,6907,0,4160
2009,_07_12,-138.8649453,69.57564165,193,3627,5651,0,4160
2017,_07_12,-138.8649453,69.57564165,193,4520,6897,0,4160
2007,_07_12,-138.8694369,69.58013323,193,4537,7004,0,4160
2009,_07_12,-138.8694369,69.58013323,193,3660,5755,0,4160
2017,_07_12,-138.8694369,69.58013323,193,4448,6806,0,4160
2007,_07_12,-138.9165984,69.58237901,193,4435,6919,0,4160
2009,_07_12,-138.9165984,69.58237901,193,3578,5638,0,4160
2010,_07_12,-138.9165984,69.58237901,193,1743,5491,3,38182
2017,_07_12,-138.9165984,69.58237901,193,4596,6923,0,4160
2007,_07_12,-138.8716827,69.58237901,193,4083,6803,0,4160
2009,_07_12,-138.8716827,69.58237901,193,3239,5579,0,4160
2017,_07_12,-138.8716827,69.58237901,193,4295,6772,0,4160
2007,_07_12,-138.9188442,69.5846248,193,4160,6583,0,4160
2009,_07_12,-138.9188442,69.5846248,193,3611,5646,0,4160
2012,_07_11,-138.9188442,69.5846248,193,4938,6682,0,4160
2017,_07_12,-138.9188442,69.5846248,193,4441,6668,0,4160
2007,_07_12,-138.9278274,69.58687059,193,4160,6583,0,4160
2009,_07_12,-138.9278274,69.58687059,193,3611,5646,0,4160
2012,_07_11,-138.9278274,69.58687059,193,4938,6682,0,4160
2017,_07_12,-138.9278274,69.58687059,193,4441,6668,0,4160
2007,_07_12,-138.9233358,69.58911638,193,4176,6460,0,4160
2009,_07_12,-138.9233358,69.58911638,193,3341,5139,0,4160
2017,_07_12,-138.9233358,69.58911638,193,4374,6436,0,4160
2001,_07_12,-138.8671911,69.57564165,194,3655,5679,0,4160
2005,_07_12,-138.8671911,69.57564165,194,3551,6213,1,4229
2006,_07_12,-138.8671911,69.57564165,194,4199,6041,0,4160
2015,_07_12,-138.8671911,69.57564165,194,4096,7077,1,4229
2001,_07_12,-138.8649453,69.57564165,194,3655,5679,0,4160
2005,_07_12,-138.8649453,69.57564165,194,3551,6213,1,4229
2006,_07_12,-138.8649453,69.57564165,194,4199,6041,0,4160
2015,_07_12,-138.8649453,69.57564165,194,4096,7077,1,4229
2001,_07_12,-138.8694369,69.58013323,194,3506,5422,0,4160
2006,_07_12,-138.8694369,69.58013323,194,3983,5884,0,4160
2015,_07_12,-138.8694369,69.58013323,194,4134,7079,1,4229
2001,_07_12,-138.9165984,69.58237901,194,3716,5751,0,4160
2006,_07_12,-138.9165984,69.58237901,194,4275,6283,0,4160
2015,_07_12,-138.9165984,69.58237901,194,4286,7133,1,4229
2001,_07_12,-138.8716827,69.58237901,194,3457,5608,0,4160
2005,_07_12,-138.8716827,69.58237901,194,3613,6765,1,4229
2006,_07_12,-138.8716827,69.58237901,194,3741,5553,0,4160
2015,_07_12,-138.8716827,69.58237901,194,4018,7032,1,4229
2001,_07_12,-138.9188442,69.5846248,194,3645,5536,0,4160
2006,_07_12,-138.9188442,69.5846248,194,4119,6077,0,4160
2015,_07_12,-138.9188442,69.5846248,194,4153,6852,1,4229
2001,_07_12,-138.9278274,69.58687059,194,3645,5536,0,4160
2006,_07_12,-138.9278274,69.58687059,194,4119,6077,0,4160
2015,_07_12,-138.9278274,69.58687059,194,4153,6852,1,4229
2001,_07_12,-138.9233358,69.58911638,194,3574,5327,0,4160
2006,_07_12,-138.9233358,69.58911638,194,3811,5769,0,4160
2015,_07_12,-138.9233358,69.58911638,194,4054,6594,1,4229
2012,_07_11,-138.8671911,69.57564165,195,4599,6980,0,4160
2013,_07_12,-138.8671911,69.57564165,195,4190,6497,0,4160
2012,_07_11,-138.8649453,69.57564165,195,4599,6980,0,4160
2013,_07_12,-138.8649453,69.57564165,195,4190,6497,0,4160
2012,_07_11,-138.8694369,69.58013323,195,4695,7095,0,4160
2013,_07_12,-138.8694369,69.58013323,195,4128,6452,0,4160
2012,_07_11,-138.9165984,69.58237901,195,4677,6932,0,4160
2013,_07_12,-138.9165984,69.58237901,195,4140,6467,0,4160
2013,_07_12,-138.8716827,69.58237901,195,4056,6453,0,4160
2013,_07_12,-138.9188442,69.5846248,195,4202,6305,0,2112
2013,_07_12,-138.9278274,69.58687059,195,4202,6305,0,2112
2012,_07_11,-138.9233358,69.58911638,195,4658,6981,0,4160
2013,_07_12,-138.9233358,69.58911638,195,4004,5956,0,2112
2016,_07_11,-138.8671911,69.57564165,197,4665,7355,0,4160
2016,_07_11,-138.8649453,69.57564165,197,4665,7355,0,4160
2016,_07_11,-138.8694369,69.58013323,197,4656,7340,0,4160
2016,_07_11,-138.9165984,69.58237901,197,4783,7403,0,4160
2016,_07_11,-138.8716827,69.58237901,197,4110,7043,0,4160
2016,_07_11,-138.9188442,69.5846248,197,4551,7030,0,4160
2016,_07_11,-138.9278274,69.58687059,197,4551,7030,0,4160
2000,_07_11,-138.9233358,69.58911638,197,3724,6046,0,4160
2016,_07_11,-138.9233358,69.58911638,197,4614,7009,0,4160
2014,_07_12,-138.8671911,69.57564165,198,4439,6867,0,4160
2014,_07_12,-138.8649453,69.57564165,198,4439,6867,0,4160
2014,_07_12,-138.8694369,69.58013323,198,4575,6975,0,4160
2014,_07_12,-138.9165984,69.58237901,198,4699,7030,0,4160
2014,_07_12,-138.8716827,69.58237901,198,3802,6404,0,4160
2014,_07_12,-138.9188442,69.5846248,198,4549,6807,0,4160
2014,_07_12,-138.9278274,69.58687059,198,4549,6807,0,4160
2014,_07_12,-138.9233358,69.58911638,198,4061,6251,0,4160
2002,_07_12,-138.9165984,69.58237901,199,4050,6407,0,4160
2002,_07_12,-138.8671911,69.57564165,200,4087,6503,0,4160
2002,_07_12,-138.8649453,69.57564165,200,4087,6503,0,4160
2011,_07_12,-138.8671911,69.57564165,201,4571,6771,0,4160
2011,_07_12,-138.8649453,69.57564165,201,4571,6771,0,4160
2002,_07_12,-138.8694369,69.58013323,201,4234,6371,0,4160
2011,_07_12,-138.8694369,69.58013323,201,4636,6751,0,4160
2003,_07_12,-138.9165984,69.58237901,201,4548,7422,1,4229
2011,_07_12,-138.9165984,69.58237901,201,4649,6764,0,4160
2011,_07_12,-138.8716827,69.58237901,201,4359,6676,0,4160
2002,_07_12,-138.9188442,69.5846248,201,4194,6220,0,4160
2011,_07_12,-138.9188442,69.5846248,201,4538,6617,0,4160
2002,_07_12,-138.9278274,69.58687059,201,4194,6220,0,4160
2011,_07_12,-138.9278274,69.58687059,201,4538,6617,0,4160
2002,_07_12,-138.9233358,69.58911638,201,3926,5723,0,4160
2011,_07_12,-138.9233358,69.58911638,201,4356,6170,0,4160
2003,_07_12,-138.8694369,69.58013323,202,4219,5419,3,5406
2003,_07_12,-138.8716827,69.58237901,202,3087,4637,3,5406
2003,_07_12,-138.9188442,69.5846248,202,4004,7041,1,4229
2003,_07_12,-138.9278274,69.58687059,202,4004,7041,1,4229
2003,_07_12,-138.9233358,69.58911638,202,3710,6602,1,4229
2000,_07_11,-138.8671911,69.57564165,203,4307,6500,0,4220
2000,_07_11,-138.8649453,69.57564165,203,4307,6500,0,4220
2000,_07_11,-138.8694369,69.58013323,203,4490,6314,0,4160
2000,_07_11,-138.9165984,69.58237901,203,4612,6627,0,4220
2000,_07_11,-138.8716827,69.58237901,203,4448,6095,0,4160
2000,_07_11,-138.9188442,69.5846248,203,4689,6559,0,4160
2000,_07_11,-138.9278274,69.58687059,203,4689,6559,0,4160
2012,_07_11,-138.8716827,69.58237901,204,4810,7218,0,4160
2004,_07_11,-138.8671911,69.57564165,205,4366,6726,0,4160
2004,_07_11,-138.8649453,69.57564165,205,4366,6726,0,4160
2004,_07_11,-138.8694369,69.58013323,205,4533,6863,0,4160
2004,_07_11,-138.9165984,69.58237901,205,4462,6748,0,4160
2004,_07_11,-138.8716827,69.58237901,205,4496,6938,0,4160
2004,_07_11,-138.9188442,69.5846248,205,4446,6445,0,2112
2004,_07_11,-138.9278274,69.58687059,205,4446,6445,0,2112
2004,_07_11,-138.9233358,69.58911638,205,4200,6096,0,2112
2010,_07_12,-138.9233358,69.58911638,205,4793,6582,0,4160
2005,_07_12,-138.8694369,69.58013323,206,3665,6276,0,4160
2005,_07_12,-138.9165984,69.58237901,206,3901,6265,0,4160
2005,_07_12,-138.9188442,69.5846248,206,3770,6133,0,4160
2005,_07_12,-138.9278274,69.58687059,206,3770,6133,0,4160
2008,_07_11,-138.8671911,69.57564165,207,4607,7083,0,4160
2008,_07_11,-138.8649453,69.57564165,207,4607,7083,0,4160
2008,_07_11,-138.8694369,69.58013323,207,4657,7093,0,4160
2008,_07_11,-138.9165984,69.58237901,207,4545,7001,0,4160
2008,_07_11,-138.8716827,69.58237901,207,4074,6857,0,4160
2008,_07_11,-138.9188442,69.5846248,207,4580,6976,0,4160
2008,_07_11,-138.9278274,69.58687059,207,4580,6976,0,4160
2008,_07_11,-138.9233358,69.58911638,207,4785,7130,0,4160
2010,_07_12,-138.8671911,69.57564165,208,4229,7482,1,4229
2010,_07_12,-138.8649453,69.57564165,208,4229,7482,1,4229
2010,_07_12,-138.8694369,69.58013323,208,4153,7390,1,4229
2010,_07_12,-138.8716827,69.58237901,208,4010,7394,1,4229
2010,_07_12,-138.9188442,69.5846248,208,4313,7288,1,4229
2010,_07_12,-138.9278274,69.58687059,208,4313,7288,1,4229
2005,_07_12,-138.9233358,69.58911638,208,3683,5958,0,4160
2017,_07_28,-138.8671911,69.57564165,209,4699,7354,0,4160
2017,_07_28,-138.8649453,69.57564165,209,4699,7354,0,4160
2000,_07_27,-138.8694369,69.58013323,209,4808,6348,1,36885
2003,_07_28,-138.8694369,69.58013323,209,4797,6796,1,4365
2009,_07_28,-138.8694369,69.58013323,209,4108,7086,1,4301
2006,_07_28,-138.9165984,69.58237901,209,4634,7167,0,4160
2017,_07_28,-138.9165984,69.58237901,209,4787,7292,0,4160
2009,_07_28,-138.8716827,69.58237901,209,4123,7195,1,4301
2002,_07_28,-138.8671911,69.57564165,210,4590,6765,1,4233
2003,_07_28,-138.8671911,69.57564165,210,1093,1963,3,4106
2002,_07_28,-138.8649453,69.57564165,210,4590,6765,1,4233
2003,_07_28,-138.8649453,69.57564165,210,1093,1963,3,4106
2002,_07_28,-138.8694369,69.58013323,210,4474,6640,1,4233
2002,_07_28,-138.9165984,69.58237901,210,4589,6743,1,4233
2002,_07_28,-138.9188442,69.5846248,210,4308,6395,1,4233
2002,_07_28,-138.9278274,69.58687059,210,4308,6395,1,4233
2007,_07_28,-138.8671911,69.57564165,211,4641,7163,0,4160
2007,_07_28,-138.8649453,69.57564165,211,4641,7163,0,4160
2007,_07_28,-138.8694369,69.58013323,211,4753,7164,0,4160
2007,_07_28,-138.9165984,69.58237901,211,4759,7176,0,4160
2002,_07_28,-138.8716827,69.58237901,211,3302,7670,3,4106
2007,_07_28,-138.8716827,69.58237901,211,4324,7081,0,4160
2007,_07_28,-138.9188442,69.5846248,211,4585,6953,0,4160
2007,_07_28,-138.9278274,69.58687059,211,4585,6953,0,4160
2002,_07_28,-138.9233358,69.58911638,211,4094,6399,1,4365
2007,_07_28,-138.9233358,69.58911638,211,4619,6991,0,4160
2008,_07_27,-138.8671911,69.57564165,212,4630,7438,1,4229
2010,_07_28,-138.8671911,69.57564165,212,4779,7307,1,4229
2015,_07_28,-138.8671911,69.57564165,212,4675,8682,1,37145
2008,_07_27,-138.8649453,69.57564165,212,4630,7438,1,4229
2010,_07_28,-138.8649453,69.57564165,212,4779,7307,1,4229
2015,_07_28,-138.8649453,69.57564165,212,4675,8682,1,37145
2008,_07_27,-138.8694369,69.58013323,212,4633,7448,0,4160
2010,_07_28,-138.8694369,69.58013323,212,4844,7294,1,4229
2008,_07_27,-138.9165984,69.58237901,212,4947,7576,0,4160
2010,_07_28,-138.9165984,69.58237901,212,4788,7218,1,4229
2012,_07_27,-138.9165984,69.58237901,212,4834,7278,1,4229
2015,_07_28,-138.9165984,69.58237901,212,5590,8496,1,37145
2008,_07_27,-138.8716827,69.58237901,212,3696,6530,1,4229
2010,_07_28,-138.8716827,69.58237901,212,4556,7223,1,4229
2008,_07_27,-138.9188442,69.5846248,212,4697,7285,0,4160
2010,_07_28,-138.9188442,69.5846248,212,4783,7136,0,4160
2008,_07_27,-138.9278274,69.58687059,212,4697,7285,0,4160
2010,_07_28,-138.9278274,69.58687059,212,4783,7136,0,4160
2008,_07_27,-138.9233358,69.58911638,212,4784,7375,0,4160
2010,_07_28,-138.9233358,69.58911638,212,4716,7022,0,4160
2012,_07_27,-138.9233358,69.58911638,212,4760,7069,0,4160
2000,_07_27,-138.9165984,69.58237901,213,4775,6832,0,4160
2013,_07_28,-138.9165984,69.58237901,213,5281,7372,0,4160
2013,_07_28,-138.8716827,69.58237901,213,3009,6600,0,4160
2000,_07_27,-138.9188442,69.5846248,213,4766,6666,0,4160
2013,_07_28,-138.9188442,69.5846248,213,5287,7244,0,4160
2000,_07_27,-138.9278274,69.58687059,213,4766,6666,0,4160
2013,_07_28,-138.9278274,69.58687059,213,5287,7244,0,4160
2013,_07_28,-138.9233358,69.58911638,213,4843,7065,0,4160
2013,_07_28,-138.8671911,69.57564165,214,4681,7391,1,4229
2013,_07_28,-138.8649453,69.57564165,214,4681,7391,1,4229
2013,_07_28,-138.8694369,69.58013323,214,4724,7492,1,4229
2016,_07_27,-138.8716827,69.58237901,214,4564,7349,1,4229
2000,_07_27,-138.9233358,69.58911638,214,4873,6591,0,4160
2005,_07_28,-138.8671911,69.57564165,216,4118,6153,0,4160
2009,_07_28,-138.8671911,69.57564165,216,4054,7259,1,4301
2005,_07_28,-138.8649453,69.57564165,216,4118,6153,0,4160
2009,_07_28,-138.8649453,69.57564165,216,4054,7259,1,4301
2005,_07_28,-138.8694369,69.58013323,216,4240,6257,0,4160
2005,_07_28,-138.9165984,69.58237901,216,4102,6074,0,4160
2005,_07_28,-138.8716827,69.58237901,216,3766,5970,0,4160
2005,_07_28,-138.9188442,69.5846248,216,3945,5894,0,4160
2005,_07_28,-138.9278274,69.58687059,216,3945,5894,0,4160
2005,_07_28,-138.9233358,69.58911638,216,4030,5989,0,4160
2009,_07_28,-138.9233358,69.58911638,216,4890,7357,1,4305
2011,_07_28,-138.8671911,69.57564165,217,4489,6973,0,4160
2011,_07_28,-138.8649453,69.57564165,217,4489,6973,0,4160
2011,_07_28,-138.8694369,69.58013323,217,4537,7057,0,4160
2017,_07_28,-138.8694369,69.58013323,217,4849,7009,0,4160
2011,_07_28,-138.9165984,69.58237901,217,4871,7098,0,4160
2000,_07_27,-138.8716827,69.58237901,217,3948,5643,1,4365
2011,_07_28,-138.8716827,69.58237901,217,4359,7039,0,4160
2017,_07_28,-138.8716827,69.58237901,217,4574,6929,0,4160
2011,_07_28,-138.9188442,69.5846248,217,4819,6895,0,4160
2017,_07_28,-138.9188442,69.5846248,217,4785,6929,0,4160
2011,_07_28,-138.9278274,69.58687059,217,4819,6895,0,4160
2017,_07_28,-138.9278274,69.58687059,217,4785,6929,0,4160
2011,_07_28,-138.9233358,69.58911638,217,4738,6834,0,4160
2017,_07_28,-138.9233358,69.58911638,217,4748,6951,0,4160
2015,_07_28,-138.8694369,69.58013323,219,4520,6978,0,4160
2015,_07_28,-138.8716827,69.58237901,219,4028,6851,0,4160
2015,_07_28,-138.9188442,69.5846248,219,4389,6820,0,4160
2015,_07_28,-138.9278274,69.58687059,219,4389,6820,0,4160
2015,_07_28,-138.9233358,69.58911638,219,4438,6836,0,4160
2004,_07_27,-138.8671911,69.57564165,220,4282,7084,0,4160
2016,_07_27,-138.8671911,69.57564165,220,4587,7091,0,4160
2004,_07_27,-138.8649453,69.57564165,220,4282,7084,0,4160
2016,_07_27,-138.8649453,69.57564165,220,4587,7091,0,4160
2004,_07_27,-138.8694369,69.58013323,220,4556,7328,0,4160
2016,_07_27,-138.8694369,69.58013323,220,4666,7104,0,4160
2004,_07_27,-138.9165984,69.58237901,220,4581,7239,0,4160
2016,_07_27,-138.9165984,69.58237901,220,4530,7029,0,4160
2004,_07_27,-138.8716827,69.58237901,220,4291,7198,0,4160
2004,_07_27,-138.9188442,69.5846248,220,4463,6829,0,4160
2016,_07_27,-138.9188442,69.5846248,220,4549,6886,0,4160
2004,_07_27,-138.9278274,69.58687059,220,4463,6829,0,4160
2016,_07_27,-138.9278274,69.58687059,220,4549,6886,0,4160
2003,_07_28,-138.9233358,69.58911638,220,4357,6307,0,4160
